hum,weathersit,holiday,season,atemp,temp,hr,week,cnt
0.21,1,0,1,0.33,0.36,17,0,234
0.34,1,0,1,0.33,0.36,21,5,141
0.41,1,0,3,0.79,0.86,13,4,155
0.54,2,0,2,0.44,0.44,10,2,124
0.74,1,0,2,0.7,0.72,23,5,146
0.78,1,0,2,0.58,0.6,7,0,62
0.45,2,0,2,0.52,0.54,10,3,167
0.34,1,0,3,0.64,0.7,11,2,186
0.69,1,0,1,0.24,0.22,3,5,4
0.87,3,0,2,0.3,0.32,20,5,47
0.5,1,0,1,0.12,0.14,7,4,87
0.68,1,0,3,0.53,0.56,4,1,3
0.61,2,0,2,0.65,0.7,15,4,159
0.28,1,0,2,0.64,0.7,14,5,240
0.75,1,0,4,0.23,0.2,0,1,17
0.82,1,0,1,0.44,0.44,6,3,121
0.76,1,0,4,0.36,0.36,23,3,57
0.97,2,0,3,0.5,0.6,2,6,64
0.6,1,0,1,0.61,0.6,13,2,233
0.7,1,0,1,0.26,0.26,7,5,114
0.33,1,0,4,0.44,0.44,22,5,79
0.43,1,0,1,0.17,0.18,10,1,44
0.73,2,0,2,0.61,0.64,22,1,130
0.77,1,0,3,0.45,0.46,1,0,79
0.51,2,0,4,0.23,0.22,8,0,34
0.64,1,0,3,0.53,0.56,22,3,212
0.58,1,0,1,0.41,0.4,11,5,174
0.48,1,0,1,0.21,0.26,22,5,50
0.7,1,0,4,0.3,0.32,11,5,136
0.93,3,0,1,0.26,0.22,7,6,4
0.87,2,0,4,0.33,0.3,2,0,74
0.61,1,0,1,0.29,0.3,2,6,45
0.88,1,0,3,0.55,0.58,6,0,20
0.62,1,0,3,0.68,0.74,20,6,248
0.88,1,0,2,0.53,0.56,3,6,15
0.66,1,0,2,0.32,0.34,2,4,5
0.87,1,0,4,0.36,0.34,23,2,72
0.22,1,0,1,0.3,0.32,17,2,206
0.45,1,0,2,0.48,0.5,1,5,31
0.75,1,0,4,0.3,0.28,23,5,134
0.52,2,0,2,0.7,0.76,11,2,151
0.67,1,0,4,0.45,0.46,1,1,18
0.41,2,0,2,0.42,0.42,10,1,157
0.39,1,0,2,0.47,0.48,22,4,165
0.68,1,0,2,0.52,0.54,7,6,78
0.53,1,1,4,0.32,0.34,0,5,66
0.89,2,0,3,0.59,0.66,3,5,36
0.88,2,0,2,0.48,0.5,3,5,4
0.77,1,0,3,0.45,0.46,0,0,112
0.88,2,0,4,0.45,0.46,6,3,175
0.48,1,0,1,0.29,0.24,21,3,91
0.88,3,0,2,0.56,0.62,3,3,5
0.25,1,0,1,0.33,0.34,19,1,263
0.78,1,0,3,0.59,0.62,2,3,17
0.77,1,0,1,0.45,0.46,3,5,7
0.87,2,0,1,0.23,0.22,2,2,4
0.52,1,0,1,0.27,0.26,2,3,2
0.43,1,0,1,0.17,0.18,3,4,1
0.79,2,0,2,0.7,0.72,4,4,6
0.65,1,0,2,0.65,0.7,15,3,138
0.26,2,1,1,0.42,0.42,7,1,19
0.61,1,0,3,0.64,0.68,10,4,138
1.0,2,0,2,0.47,0.48,6,4,136
0.6,2,0,4,0.52,0.54,11,1,128
0.78,2,0,2,0.59,0.62,12,4,107
0.45,1,0,2,0.3,0.32,2,3,2
0.65,2,0,4,0.3,0.3,3,5,6
0.54,1,0,1,0.12,0.12,8,0,36
0.59,2,0,1,0.15,0.16,17,1,161
0.7,1,0,3,0.73,0.76,15,3,185
0.7,1,0,4,0.32,0.32,3,3,1
0.94,2,0,4,0.44,0.44,0,2,18
0.94,2,0,3,0.55,0.62,4,2,7
0.93,1,0,1,0.24,0.18,6,1,30
0.94,2,0,2,0.52,0.54,8,0,70
0.72,1,0,2,0.45,0.46,1,1,114
0.41,2,0,1,0.0,0.04,1,6,12
0.28,1,0,1,0.41,0.4,19,3,150
0.56,1,0,3,0.79,0.82,14,3,211
0.28,2,0,2,0.45,0.46,17,0,274
0.87,1,0,4,0.32,0.3,5,1,25
0.52,1,0,2,0.53,0.56,0,6,93
0.81,1,0,2,0.35,0.34,5,5,16
0.75,2,0,4,0.26,0.26,2,3,1
0.86,2,0,4,0.41,0.4,7,5,245
0.58,1,0,3,0.67,0.72,11,3,267
0.73,1,0,3,0.59,0.62,2,2,4
0.65,1,0,2,0.61,0.64,22,2,211
0.65,1,0,2,0.23,0.24,23,4,33
0.27,1,0,1,0.36,0.36,15,0,168
0.75,3,0,1,0.23,0.22,14,1,50
0.58,1,0,3,0.68,0.74,21,6,238
0.53,1,0,1,0.32,0.34,2,5,6
1.0,3,0,2,0.52,0.54,22,0,45
0.44,1,0,4,0.2,0.22,2,0,28
0.87,3,0,1,0.23,0.24,15,1,33
0.58,2,0,1,0.06,0.1,2,0,27
0.67,1,0,2,0.44,0.44,22,6,143
0.55,2,0,3,0.7,0.76,5,3,24
0.45,1,0,1,0.48,0.5,12,4,105
0.54,2,0,1,0.39,0.38,13,4,88
0.81,1,0,4,0.38,0.36,10,6,141
0.93,3,0,1,0.23,0.26,17,3,53
0.79,1,0,3,0.67,0.7,0,1,30
0.7,1,0,3,0.7,0.74,10,3,135
0.79,1,0,3,0.67,0.7,2,2,9
0.89,1,1,3,0.59,0.66,2,1,40
0.64,1,0,4,0.55,0.58,11,3,236
0.81,1,0,1,0.3,0.3,10,0,103
0.88,2,0,2,0.53,0.56,0,2,31
0.88,1,0,2,0.53,0.56,22,1,127
0.69,1,0,2,0.62,0.66,20,0,279
0.94,2,0,1,0.45,0.46,4,0,3
0.82,1,0,2,0.41,0.4,5,4,30
0.89,1,0,3,0.64,0.68,2,2,7
0.64,1,0,2,0.52,0.54,1,3,14
0.81,1,0,4,0.3,0.3,6,3,116
0.83,1,0,3,0.61,0.66,2,4,11
1.0,2,0,2,0.48,0.5,3,1,10
0.67,1,0,4,0.42,0.42,5,2,52
0.73,1,0,3,0.61,0.64,20,5,196
0.28,1,0,2,0.53,0.56,14,1,218
0.88,3,0,3,0.55,0.6,2,6,60
0.54,1,0,1,0.42,0.42,20,6,71
0.39,1,0,4,0.5,0.52,14,5,272
0.7,1,0,3,0.73,0.76,1,6,71
0.59,1,0,3,0.74,0.78,22,5,199
0.76,2,1,2,0.41,0.4,21,5,102
0.38,1,0,1,0.44,0.44,10,6,140
0.57,1,0,4,0.36,0.36,0,4,60
0.89,2,0,3,0.58,0.64,19,3,226
0.82,2,0,2,0.48,0.5,13,4,197
0.87,2,0,1,0.35,0.34,15,3,79
0.7,1,0,1,0.33,0.3,6,5,92
0.66,1,0,3,0.7,0.74,23,1,91
0.66,1,0,3,0.68,0.72,10,2,227
0.63,1,0,4,0.45,0.46,3,1,5
0.79,1,0,3,0.67,0.7,3,3,4
0.88,1,0,2,0.45,0.46,22,1,78
0.44,1,0,1,0.21,0.22,8,6,111
0.79,1,0,3,0.64,0.68,5,6,22
0.54,2,0,2,0.42,0.42,4,6,7
0.93,3,0,2,0.26,0.28,20,4,85
1.0,2,0,1,0.44,0.44,18,3,280
0.71,2,0,1,0.41,0.4,15,2,208
0.33,1,0,1,0.24,0.28,23,6,29
0.56,1,0,1,0.27,0.28,20,0,50
0.75,2,0,1,0.32,0.3,5,4,28
0.78,2,0,2,0.58,0.6,6,2,161
0.83,2,0,3,0.64,0.68,20,6,183
0.94,2,0,2,0.44,0.44,21,6,14
0.52,1,0,4,0.3,0.3,0,6,106
0.33,1,0,2,0.83,0.92,16,4,200
0.74,1,1,3,0.64,0.68,1,3,123
0.68,2,0,4,0.52,0.54,3,2,4
0.47,1,0,2,0.42,0.42,11,4,224
0.39,2,0,1,0.33,0.32,14,5,146
0.83,1,0,2,0.56,0.6,21,5,151
0.59,1,0,1,0.14,0.14,18,1,153
0.71,3,0,4,0.3,0.34,5,2,41
0.48,1,0,2,0.5,0.52,21,0,204
0.62,3,0,1,0.39,0.38,16,4,71
0.32,2,0,1,0.55,0.58,17,4,274
0.6,2,0,4,0.2,0.24,4,4,2
0.89,1,0,3,0.58,0.64,4,4,4
0.68,1,0,4,0.52,0.54,5,2,28
0.87,2,0,1,0.41,0.4,4,5,3
0.47,1,0,3,0.64,0.68,23,3,129
0.56,1,0,4,0.26,0.26,0,6,53
0.75,1,0,4,0.23,0.22,22,0,49
0.94,3,0,2,0.5,0.52,2,3,6
0.53,1,0,1,0.29,0.34,21,5,135
0.55,1,0,3,0.7,0.76,9,1,183
0.73,2,0,4,0.52,0.54,21,1,218
0.65,1,0,3,0.61,0.64,6,3,190
0.58,1,0,2,0.65,0.7,9,0,266
0.55,1,0,4,0.47,0.48,9,2,223
0.83,1,0,2,0.58,0.64,1,6,82
0.52,1,0,3,0.77,0.82,1,6,70
0.69,1,0,4,0.26,0.2,1,1,10
1.0,2,0,4,0.45,0.46,7,3,156
0.8,1,0,4,0.18,0.16,6,5,113
0.63,1,0,4,0.45,0.46,2,1,17
0.94,2,0,4,0.44,0.44,4,2,4
0.61,1,0,2,0.62,0.66,10,3,192
0.33,1,0,2,0.44,0.44,21,5,208
0.56,1,0,1,0.26,0.26,4,0,3
0.54,1,0,1,0.41,0.4,20,0,81
0.76,2,0,4,0.36,0.36,5,1,21
0.32,2,0,2,0.21,0.22,9,1,121
0.65,1,0,3,0.76,0.78,9,6,278
1.0,2,0,1,0.24,0.26,21,1,120
0.48,1,0,3,0.65,0.7,21,5,233
0.48,1,0,1,0.24,0.24,1,1,6
0.73,2,0,3,0.59,0.62,23,0,46
0.94,2,0,3,0.56,0.64,11,4,98
0.61,1,0,4,0.33,0.32,10,0,178
0.5,1,0,2,0.39,0.38,1,5,27
0.66,1,0,4,0.41,0.4,6,4,114
0.46,1,0,3,0.7,0.78,22,2,155
0.71,1,0,1,0.3,0.34,2,4,8
1.0,3,0,1,0.26,0.3,19,0,11
0.94,2,0,4,0.45,0.46,9,2,204
0.58,1,0,3,0.65,0.7,2,0,69
0.41,1,0,3,0.79,0.86,13,4,281
0.65,2,0,2,0.62,0.66,11,2,140
0.62,1,0,4,0.68,0.72,15,1,209
0.7,1,0,1,0.3,0.26,4,6,7
0.61,1,0,2,0.33,0.34,3,5,7
0.77,1,0,3,0.52,0.54,2,0,96
0.42,1,0,2,0.36,0.34,21,2,83
0.52,1,0,4,0.27,0.3,21,0,87
0.46,1,0,1,0.62,0.62,20,5,149
0.58,1,0,1,0.41,0.4,20,2,238
0.7,1,0,3,0.73,0.76,22,4,174
0.82,2,0,1,0.39,0.38,5,3,28
0.78,2,0,2,0.61,0.66,6,0,33
0.89,2,0,3,0.64,0.68,4,0,19
0.87,3,0,4,0.41,0.4,20,1,80
0.58,2,0,4,0.44,0.44,14,2,224
1.0,3,0,4,0.44,0.44,10,3,33
0.94,3,0,4,0.39,0.38,7,2,121
0.53,1,0,4,0.29,0.32,3,5,9
0.58,2,0,1,0.42,0.42,21,3,78
0.94,3,0,3,0.52,0.6,14,2,143
0.61,2,0,1,0.29,0.28,13,3,126
0.52,1,0,4,0.27,0.3,3,6,8
0.81,2,0,1,0.24,0.26,13,6,235
0.43,1,0,2,0.53,0.56,19,6,267
0.49,1,0,4,0.3,0.32,20,1,241
0.88,2,0,2,0.53,0.56,2,2,4
0.55,1,0,4,0.5,0.52,1,3,11
0.83,1,0,4,0.56,0.6,21,2,196
0.83,1,0,3,0.58,0.62,23,1,69
0.28,1,0,1,0.29,0.3,14,3,62
0.67,1,0,2,0.45,0.46,16,3,142
0.51,2,0,1,0.24,0.18,9,4,122
0.46,1,0,2,0.62,0.6,6,2,144
0.41,1,0,1,0.45,0.46,14,0,250
0.8,1,0,4,0.26,0.2,5,5,40
0.84,1,0,3,0.67,0.7,3,3,7
0.78,1,0,3,0.58,0.6,0,4,51
0.64,1,0,3,0.67,0.72,6,2,101
0.74,2,0,3,0.62,0.66,9,0,270
0.53,1,0,4,0.36,0.34,19,6,204
0.42,1,0,4,0.3,0.34,22,4,161
0.93,1,0,4,0.35,0.32,2,1,2
0.54,1,0,1,0.39,0.38,10,4,88
0.94,2,0,3,0.56,0.64,3,0,27
0.62,1,0,2,0.42,0.42,23,5,198
0.53,1,0,4,0.62,0.6,20,4,273
0.78,1,0,2,0.59,0.62,4,0,10
0.81,2,0,4,0.3,0.3,5,3,24
0.94,1,0,2,0.44,0.44,22,0,57
0.83,1,0,4,0.5,0.52,6,2,123
0.77,1,0,4,0.52,0.54,3,6,56
0.7,1,0,1,0.33,0.32,5,3,30
0.78,1,0,3,0.58,0.6,6,6,37
0.56,1,0,1,0.23,0.24,13,2,97
0.76,1,0,2,0.35,0.34,5,4,14
0.46,1,0,4,0.33,0.36,20,5,227
0.44,1,0,1,0.44,0.44,6,6,10
0.83,1,0,3,0.64,0.68,6,0,15
1.0,3,0,1,0.35,0.34,1,5,8
0.4,1,0,4,0.39,0.38,20,5,190
0.88,2,0,4,0.44,0.44,9,1,208
0.35,1,0,1,0.42,0.42,15,5,221
0.69,1,0,4,0.21,0.22,9,1,183
0.49,1,0,1,0.32,0.34,1,5,20
0.88,1,0,2,0.44,0.44,6,1,62
0.78,1,0,3,0.61,0.66,2,6,53
0.58,2,0,4,0.42,0.42,9,5,222
0.63,1,0,4,0.48,0.5,11,0,240
0.89,3,0,3,0.58,0.64,17,6,16
0.83,2,0,2,0.52,0.54,1,0,121
0.83,3,0,2,0.56,0.6,20,0,105
0.43,1,0,3,0.74,0.82,21,2,258
0.61,1,0,2,0.29,0.32,11,5,89
0.65,1,0,3,0.62,0.66,0,4,92
0.56,2,0,4,0.29,0.3,22,2,153
0.57,2,0,4,0.62,0.64,12,5,254
0.64,1,0,4,0.26,0.22,0,5,47
0.71,2,0,1,0.41,0.4,0,5,42
0.4,1,0,2,0.88,0.92,15,3,128
0.77,1,0,4,0.44,0.44,3,2,1
0.69,1,0,3,0.59,0.6,1,6,75
0.76,3,0,1,0.39,0.38,7,6,19
0.64,1,0,1,0.21,0.22,7,3,110
0.33,1,0,1,0.21,0.26,13,5,154
0.42,1,0,1,0.33,0.3,19,0,58
0.72,1,0,1,0.44,0.44,15,4,188
0.73,2,0,2,0.59,0.6,7,0,27
0.58,1,0,3,0.68,0.74,12,1,178
0.51,1,0,2,0.67,0.74,15,1,175
0.79,2,1,3,0.64,0.68,2,1,39
0.84,1,0,3,0.67,0.7,23,5,136
0.75,1,0,1,0.23,0.24,18,5,109
0.72,2,0,4,0.5,0.52,20,1,256
0.51,1,0,1,0.33,0.36,13,6,157
0.58,1,0,3,0.65,0.7,10,2,111
0.88,3,0,3,0.53,0.56,16,6,114
0.56,1,0,4,0.27,0.26,19,4,232
0.73,1,0,3,0.59,0.62,6,2,119
0.36,1,0,1,0.08,0.1,0,3,17
0.86,1,0,1,0.21,0.14,5,0,3
0.87,2,0,1,0.24,0.24,10,3,97
0.31,1,0,1,0.12,0.16,4,4,1
0.83,2,0,2,0.56,0.6,23,2,78
0.66,2,0,1,0.32,0.32,5,6,4
0.75,1,0,4,0.29,0.26,5,3,31
0.87,1,0,4,0.27,0.26,4,6,6
0.77,3,0,2,0.48,0.5,0,4,33
0.61,1,0,3,0.61,0.62,6,5,108
0.4,1,0,2,0.33,0.36,10,5,238
0.81,3,0,1,0.29,0.3,8,2,93
0.77,3,0,4,0.45,0.46,17,0,225
0.34,1,0,1,0.02,0.02,2,3,1
0.87,3,0,1,0.32,0.34,21,3,29
0.78,1,0,3,0.58,0.6,2,2,2
0.65,1,0,2,0.62,0.66,23,3,160
0.59,1,0,4,0.5,0.52,20,4,221
0.34,1,0,1,0.17,0.2,16,0,164
0.63,1,0,4,0.48,0.5,6,6,37
0.5,1,0,2,0.62,0.62,23,3,153
0.94,1,0,4,0.55,0.62,2,2,11
0.73,1,0,3,0.61,0.64,5,3,28
0.69,2,0,1,0.23,0.16,2,2,2
0.88,1,0,4,0.48,0.5,20,3,207
0.62,2,0,4,0.35,0.36,23,6,119
0.56,2,0,4,0.26,0.28,2,3,74
0.93,2,0,1,0.33,0.32,9,3,154
0.41,1,0,2,0.26,0.26,22,0,30
0.87,1,0,4,0.36,0.34,3,0,46
0.77,1,0,2,0.44,0.44,4,1,17
0.93,2,0,4,0.24,0.24,7,0,31
0.68,1,0,2,0.5,0.52,6,5,139
0.7,2,0,1,0.26,0.24,9,3,253
0.6,1,0,4,0.24,0.24,1,2,8
0.78,2,0,3,0.59,0.64,5,3,49
0.3,1,0,3,0.74,0.86,12,2,157
0.62,1,0,3,0.68,0.72,22,6,214
0.93,1,0,4,0.38,0.36,4,1,5
0.81,2,0,4,0.32,0.3,1,3,8
0.73,1,0,4,0.53,0.56,5,3,36
0.47,1,0,1,0.18,0.2,14,3,44
0.49,1,0,4,0.53,0.56,19,0,153
0.66,1,0,3,0.7,0.74,5,5,35
0.36,1,1,1,0.27,0.28,12,1,202
0.44,1,0,1,0.47,0.48,16,0,268
0.79,2,0,3,0.67,0.7,5,3,40
0.8,1,0,1,0.27,0.22,1,6,40
0.6,3,0,4,0.52,0.54,13,2,153
0.62,1,0,4,0.41,0.4,2,0,132
0.93,2,0,1,0.2,0.16,22,0,58
0.76,3,0,2,0.3,0.34,15,6,136
0.73,1,0,3,0.53,0.56,2,5,30
0.83,1,0,3,0.55,0.58,3,2,4
0.7,2,0,4,0.3,0.3,10,5,126
0.65,1,0,3,0.62,0.66,2,4,6
0.79,2,0,3,0.7,0.72,0,1,33
0.93,1,0,1,0.26,0.26,4,2,3
0.56,1,0,4,0.29,0.3,23,2,205
0.83,2,0,3,0.61,0.66,23,2,147
0.75,1,0,4,0.29,0.26,2,5,5
0.6,1,0,4,0.27,0.26,23,5,59
0.88,2,0,1,0.52,0.54,3,2,3
0.88,2,0,4,0.56,0.62,2,1,8
0.89,3,0,3,0.59,0.66,0,5,34
0.84,1,0,3,0.67,0.7,3,3,6
0.56,1,0,3,0.79,0.82,13,1,152
0.55,1,0,4,0.17,0.18,2,0,52
0.77,1,0,2,0.47,0.48,5,3,38
0.69,1,0,1,0.23,0.22,7,0,17
0.83,1,0,3,0.61,0.66,20,5,250
0.25,1,0,1,0.36,0.34,16,3,94
0.94,1,0,2,0.52,0.54,6,3,158
0.41,1,0,2,0.26,0.26,10,6,125
0.52,1,0,3,0.7,0.76,12,5,216
0.87,1,0,1,0.33,0.36,3,5,7
0.73,1,0,3,0.24,0.64,5,5,36
0.64,2,0,2,0.53,0.56,4,2,6
0.66,1,0,2,0.33,0.32,5,2,27
0.88,2,0,2,0.48,0.5,2,6,52
0.93,2,0,4,0.36,0.36,5,6,6
0.88,1,0,4,0.48,0.5,5,2,22
0.29,1,0,1,0.18,0.18,10,4,56
0.87,3,0,2,0.3,0.3,14,4,76
0.79,1,0,3,0.64,0.68,3,5,6
0.45,2,0,4,0.3,0.32,15,5,153
0.54,1,0,1,0.2,0.12,9,4,210
0.6,1,0,1,0.23,0.26,2,0,20
0.55,1,0,1,0.18,0.16,7,2,275
0.89,2,0,3,0.59,0.66,7,0,24
0.47,1,0,1,0.15,0.16,1,6,50
0.56,1,0,4,0.53,0.56,10,3,133
0.44,1,0,1,0.21,0.22,7,1,225
0.53,1,0,3,0.62,0.64,0,5,65
0.64,1,0,1,0.27,0.22,4,2,2
0.7,1,0,3,0.65,0.7,21,0,171
0.4,1,0,1,0.39,0.38,23,3,33
0.87,3,0,4,0.32,0.36,2,2,11
0.4,2,0,1,0.39,0.38,7,5,268
0.47,2,0,4,0.62,0.66,13,5,266
0.87,3,0,1,0.41,0.4,18,3,192
0.93,1,0,4,0.36,0.34,9,3,219
0.47,1,0,2,0.45,0.46,12,2,121
0.87,1,0,4,0.35,0.32,2,2,1
0.66,2,0,4,0.33,0.32,10,4,161
0.83,2,0,3,0.64,0.68,2,2,11
0.45,1,0,2,0.52,0.54,6,5,106
0.75,1,0,4,0.29,0.28,22,5,138
0.82,3,0,1,0.42,0.42,14,2,14
0.4,1,0,1,0.17,0.2,13,4,51
0.74,1,0,1,0.21,0.18,21,6,36
0.68,2,0,2,0.55,0.58,3,1,2
0.94,1,0,2,0.44,0.44,2,2,1
0.53,1,0,2,0.33,0.36,1,5,24
0.44,1,0,2,0.23,0.22,2,1,5
0.89,3,0,2,0.58,0.64,3,1,1
0.8,2,0,1,0.23,0.16,9,0,38
0.38,1,0,2,0.42,0.42,11,3,93
0.88,1,0,3,0.55,0.6,3,5,11
0.37,2,0,1,0.23,0.2,21,5,104
0.66,1,0,4,0.41,0.4,2,5,16
0.62,1,0,3,0.71,0.76,10,2,190
0.4,1,0,4,0.39,0.38,15,1,231
0.7,1,0,4,0.27,0.26,9,6,124
0.73,2,0,3,0.61,0.64,7,1,261
1.0,2,0,3,0.52,0.54,5,3,31
0.59,2,0,1,0.23,0.16,1,5,7
0.93,2,0,1,0.32,0.3,6,3,31
0.46,1,0,2,0.53,0.56,13,4,238
0.72,1,0,3,0.5,0.52,1,1,21
0.86,1,0,1,0.15,0.14,8,6,30
0.48,1,0,4,0.27,0.28,16,0,234
0.27,1,0,1,0.35,0.36,14,0,212
0.74,1,1,2,0.7,0.72,9,1,128
0.55,1,0,3,0.73,0.78,11,2,218
0.64,1,1,2,0.61,0.6,2,1,14
0.65,2,0,3,0.62,0.66,22,3,160
0.88,2,0,2,0.45,0.46,5,4,21
0.94,2,0,2,0.55,0.58,5,2,24
0.7,1,0,4,0.26,0.26,0,5,52
1.0,1,0,2,0.48,0.5,4,1,6
0.63,1,0,2,0.5,0.52,4,5,10
0.68,1,0,4,0.52,0.54,2,3,6
0.38,1,0,1,0.21,0.24,15,6,226
0.59,1,0,2,0.45,0.46,1,3,11
0.55,1,0,3,0.45,0.46,9,5,210
1.0,2,0,1,0.35,0.32,1,5,10
0.94,1,0,4,0.55,0.58,0,5,39
0.72,1,0,2,0.48,0.5,14,0,281
0.45,2,0,4,0.32,0.32,21,5,102
0.54,1,0,1,0.11,0.1,7,1,195
0.58,1,0,2,0.67,0.72,23,0,110
0.88,3,0,1,0.48,0.5,8,5,220
0.57,1,0,3,0.62,0.64,6,6,29
0.81,1,0,4,0.29,0.26,1,0,165
0.82,2,0,2,0.42,0.42,20,2,103
0.41,1,0,4,0.26,0.28,3,6,11
0.72,1,0,3,0.48,0.5,5,1,40
0.94,3,0,4,0.52,0.6,6,3,114
0.73,1,0,3,0.53,0.56,4,3,5
0.29,1,0,3,0.83,0.94,18,6,277
0.84,2,0,3,0.67,0.7,3,6,30
0.74,1,0,3,0.7,0.72,3,0,41
0.79,2,0,4,0.64,0.68,12,1,209
0.6,2,0,1,0.24,0.22,10,2,55
0.5,1,0,2,0.41,0.4,0,1,6
0.58,2,0,4,0.44,0.44,13,2,267
0.56,2,0,1,0.26,0.26,9,6,74
1.0,3,0,3,0.52,0.62,22,4,70
0.67,1,0,3,0.44,0.44,23,4,69
0.47,1,0,1,0.23,0.22,12,5,71
0.39,2,0,1,0.29,0.32,14,5,219
0.47,1,0,2,0.42,0.42,21,4,234
0.63,2,0,4,0.5,0.52,17,0,203
0.52,2,0,3,0.7,0.76,4,3,7
0.87,2,0,4,0.36,0.34,5,0,9
0.69,1,0,3,0.59,0.6,22,4,251
0.46,3,0,2,0.39,0.38,15,3,202
0.93,3,0,2,0.23,0.24,7,4,92
0.36,2,0,2,0.29,0.32,17,5,225
0.94,2,0,1,0.42,0.42,4,6,2
0.57,1,0,2,0.35,0.36,14,3,135
0.54,1,0,1,0.44,0.44,23,4,85
0.54,1,1,1,0.14,0.1,6,1,13
0.87,3,0,1,0.23,0.26,0,4,3
0.39,1,0,1,0.35,0.32,13,2,78
0.94,1,0,2,0.41,0.4,5,3,15
0.39,1,0,3,0.8,0.88,14,5,263
0.62,1,0,1,0.44,0.44,23,3,62
0.87,3,0,2,0.27,0.28,16,3,36
0.43,2,1,3,0.7,0.78,23,3,183
0.94,2,0,4,0.55,0.58,23,3,69
0.49,1,0,1,0.09,0.1,9,0,63
0.74,1,0,3,0.67,0.7,4,2,7
0.68,1,0,2,0.48,0.5,23,1,61
0.73,1,0,3,0.61,0.64,1,3,14
0.34,2,0,1,0.18,0.2,12,5,124
0.31,1,0,1,0.29,0.34,17,0,263
0.55,2,0,1,0.21,0.18,12,1,68
0.64,2,0,2,0.52,0.54,12,2,103
0.74,1,0,1,0.2,0.18,8,5,228
0.88,3,0,1,0.48,0.5,9,5,107
0.54,1,0,3,0.67,0.72,0,2,53
0.66,1,0,4,0.41,0.4,11,5,226
0.35,1,0,4,0.42,0.42,12,1,210
0.53,1,0,2,0.62,0.6,0,4,48
0.77,3,0,2,0.44,0.44,18,2,224
0.53,1,0,3,0.62,0.64,1,5,23
0.35,1,0,3,0.67,0.76,11,4,187
0.94,2,0,4,0.53,0.56,6,6,18
0.74,1,0,3,0.7,0.72,9,0,231
0.24,1,0,2,0.3,0.32,17,6,203
0.49,1,0,3,0.74,0.8,22,4,234
0.48,1,0,4,0.5,0.52,14,3,179
0.94,2,0,2,0.53,0.56,2,3,8
1.0,2,0,1,0.24,0.26,22,1,68
0.57,2,0,2,0.62,0.62,12,3,280
0.56,1,0,1,0.27,0.26,22,1,102
0.88,1,0,2,0.45,0.46,5,6,5
0.55,2,0,1,0.18,0.16,5,2,6
0.58,1,0,1,0.41,0.4,14,3,75
0.61,1,0,3,0.64,0.68,2,3,12
0.57,1,0,4,0.36,0.36,0,6,249
0.86,2,0,1,0.24,0.18,11,2,51
0.71,3,0,2,0.3,0.34,12,1,129
0.62,1,0,3,0.68,0.72,9,0,226
0.65,1,0,3,0.61,0.64,21,2,223
0.63,2,0,2,0.47,0.48,5,4,17
0.89,3,0,2,0.58,0.64,0,3,36
0.4,1,0,1,0.18,0.2,12,4,69
0.53,2,0,2,0.62,0.6,13,1,272
0.82,1,0,3,0.48,0.5,6,4,195
0.7,1,0,3,0.65,0.7,0,2,69
0.78,3,0,3,0.59,0.64,11,0,272
0.49,1,0,1,0.27,0.3,9,0,118
0.42,1,0,4,0.48,0.5,19,0,266
0.49,2,0,1,0.3,0.34,19,5,112
0.45,1,0,1,0.27,0.28,11,2,56
0.64,1,0,4,0.27,0.22,2,4,7
0.71,2,0,2,0.3,0.34,2,1,6
0.89,2,0,3,0.58,0.64,6,5,108
0.93,3,0,1,0.38,0.36,1,6,44
0.77,1,0,4,0.42,0.42,0,1,32
0.5,1,0,4,0.41,0.4,11,1,128
0.73,1,0,3,0.59,0.6,5,5,23
0.83,2,0,3,0.58,0.62,6,0,19
0.72,1,0,3,0.5,0.52,0,3,49
0.83,2,0,3,0.58,0.62,23,5,166
0.89,3,0,3,0.58,0.64,1,0,73
0.41,1,0,1,0.32,0.28,23,1,36
0.67,1,0,1,0.42,0.42,10,4,148
0.72,2,0,2,0.5,0.52,18,1,276
0.63,1,0,3,0.79,0.8,3,0,37
0.87,2,0,2,0.41,0.4,10,0,150
0.74,1,0,3,0.7,0.72,19,0,259
0.71,3,0,1,0.33,0.34,16,0,76
0.87,2,0,1,0.24,0.24,8,3,249
0.59,2,0,1,0.5,0.52,1,2,16
0.49,2,0,4,0.3,0.32,5,6,9
0.43,2,1,1,0.2,0.18,5,1,1
0.75,1,0,4,0.33,0.3,21,5,140
0.83,1,0,3,0.53,0.56,5,6,17
0.88,1,0,2,0.47,0.48,0,1,23
0.64,1,0,2,0.61,0.6,20,0,276
0.56,1,0,2,0.53,0.56,2,0,74
0.55,2,0,1,0.24,0.18,2,6,16
0.87,2,0,4,0.48,0.5,15,1,236
0.62,2,0,4,0.36,0.36,12,4,213
0.59,2,0,3,0.77,0.8,10,2,144
0.87,1,0,1,0.35,0.36,6,4,91
0.6,1,0,1,0.53,0.56,22,2,170
0.43,2,0,2,0.73,0.8,20,4,254
0.89,2,0,3,0.59,0.66,21,6,128
0.73,2,0,2,0.59,0.6,11,1,104
0.49,1,0,2,0.62,0.6,0,2,31
0.66,1,0,2,0.33,0.32,4,2,1
0.81,2,0,2,0.3,0.34,9,1,127
0.82,1,0,2,0.45,0.46,3,3,8
0.43,1,0,4,0.62,0.62,15,5,230
